Gene ID	Associated Gene Name	chromosome	start	end	Strand	Band
ENSG00000228336	OR9H1P	1	247938212	247939138	1	q44
ENSG00000172377	OR9I1	11	57885972	57886916	-1	q12.1
ENSG00000186508	OR9I2P	11	57911967	57912869	1	q12.1
ENSG00000272685	OR9I3P	11	57876192	57877133	-1	q12.1
ENSG00000196534	OR9K1P	12	55509317	55510257	1	q13.2
ENSG00000170605	OR9K2	12	55523465	55524586	1	q13.2
ENSG00000255131	OR9L1P	11	57844820	57846075	-1	q12.1
ENSG00000186124	OR9M1P	11	55623068	55623988	1	q11
ENSG00000244292	OR9N1P	7	141611017	141611743	1	q34
ENSG00000239293	OR9P1P	7	142744314	142744681	-1	q34
ENSG00000186509	OR9Q1	11	57791353	57949088	1	q12.1
ENSG00000186513	OR9Q2	11	57957906	57958990	1	q12.1
ENSG00000224622	OR9R1P	12	55552631	55553507	1	q13.2
ENSG00000231278	OR9S24P	2	241018850	241019779	1	q37.3
ENSG00000085465	OVGP1	1	111956936	111970399	-1	p13.2
ENSG00000185345	PARK2	6	161768452	163148803	-1	q26
ENSG00000186472	PCLO	7	82383329	82792246	-1	q21.11
ENSG00000196218	RYR1	19	38924339	39078204	1	q13.2
ENSG00000198626	RYR2	1	237205505	237997288	1	q43
ENSG00000198838	RYR3	15	33603163	34158303	1	q14
ENSG00000155657	TTN	2	179390716	179695529	-1	q31.2
